id,name,provider,level,amount,deadline,project_types,requirements,description,contact_info,application_url,status,technology,created_at,updated_at,verification_level,verification_date,verification_source,verification_notes,last_data_check,data_source,deadline_status,amount_verified,deadline_verified,next_check_due
2187,Providence Building Performance Standards,City of Providence,local,"$5,000 to $100,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Providence for local residents and businesses.,Providence Sustainability Office,https://www.providence.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:33.689573,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.providence.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2188,Portland ME Green Building Incentives,City of Portland ME,local,Property tax exemption,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Portland ME for local residents and businesses.,Portland ME Sustainability Office,https://www.portlandme.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:33.754962,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.portlandme.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2186,Providence Renewable Energy Permits,City of Providence,local,Tax abatements,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Providence for local residents and businesses.,Providence Sustainability Office,https://www.providence.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:33.626644,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:21.503,https://www.providence.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2192,Portland ME Sustainability Grants,City of Portland ME,local,"$5,000 to $100,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Portland ME for local residents and businesses.,Portland ME Sustainability Office,https://www.portlandme.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.012581,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.portlandme.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2194,Portland ME Green Business Certification,City of Portland ME,local,Grant funding available,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Portland ME for local residents and businesses.,Portland ME Sustainability Office,https://www.portlandme.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.139933,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.portlandme.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2195,Portland ME Renewable Energy Permits,City of Portland ME,local,Tax abatements,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Portland ME for local residents and businesses.,Portland ME Sustainability Office,https://www.portlandme.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:34.203303,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.portlandme.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2197,Burlington VT Green Building Incentives,City of Burlington VT,local,Grant funding available,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Burlington VT for local residents and businesses.,Burlington VT Sustainability Office,https://www.burlingtonvt.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.32856,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.burlingtonvt.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2198,Burlington VT Solar Tax Exemptions,City of Burlington VT,local,"$1,000 to $25,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Burlington VT for local residents and businesses.,Burlington VT Sustainability Office,https://www.burlingtonvt.gov/sustainability,Active,Solar,2025-07-20 04:18:34.394951,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.burlingtonvt.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2200,Burlington VT PACE Financing,City of Burlington VT,local,Permit fee waivers,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Burlington VT for local residents and businesses.,Burlington VT Sustainability Office,https://www.burlingtonvt.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.521905,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.burlingtonvt.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2191,Portland ME PACE Financing,City of Portland ME,local,Permit fee waivers,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Portland ME for local residents and businesses.,Portland ME Sustainability Office,https://www.portlandme.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:33.946881,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:21.621,https://www.portlandme.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2193,Portland ME Climate Action Funding,City of Portland ME,local,Permit fee waivers,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Climate Action Funding program offered by Portland ME for local residents and businesses.,Portland ME Sustainability Office,https://www.portlandme.gov/sustainability,Active,Climate & Resilience,2025-07-20 04:18:34.076905,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:21.68,https://www.portlandme.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2196,Portland ME Building Performance Standards,City of Portland ME,local,Tax abatements,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Portland ME for local residents and businesses.,Portland ME Sustainability Office,https://www.portlandme.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.265708,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:21.738,https://www.portlandme.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2199,Burlington VT Energy Efficiency Rebates,City of Burlington VT,local,Property tax exemption,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Burlington VT for local residents and businesses.,Burlington VT Sustainability Office,https://www.burlingtonvt.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.458424,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:21.796,https://www.burlingtonvt.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2203,Burlington VT Green Business Certification,City of Burlington VT,local,Tax abatements,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Burlington VT for local residents and businesses.,Burlington VT Sustainability Office,https://www.burlingtonvt.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.714214,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.burlingtonvt.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2205,Burlington VT Building Performance Standards,City of Burlington VT,local,Tax abatements,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Burlington VT for local residents and businesses.,Burlington VT Sustainability Office,https://www.burlingtonvt.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.853506,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.burlingtonvt.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2207,Concord NH Solar Tax Exemptions,City of Concord NH,local,"Up to $50,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Solar,2025-07-20 04:18:34.980539,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.concordnh.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2208,Concord NH Energy Efficiency Rebates,City of Concord NH,local,Property tax exemption,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.044084,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.concordnh.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2210,Concord NH Sustainability Grants,City of Concord NH,local,Property tax exemption,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.17225,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.concordnh.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2211,Concord NH Climate Action Funding,City of Concord NH,local,"$5,000 to $100,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Climate Action Funding program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Climate & Resilience,2025-07-20 04:18:35.236527,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.concordnh.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2204,Burlington VT Renewable Energy Permits,City of Burlington VT,local,Property tax exemption,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Burlington VT for local residents and businesses.,Burlington VT Sustainability Office,https://www.burlingtonvt.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:34.788795,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:21.913,https://www.burlingtonvt.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2206,Concord NH Green Building Incentives,City of Concord NH,local,Grant funding available,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:34.916539,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:21.972,https://www.concordnh.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2209,Concord NH PACE Financing,City of Concord NH,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.107093,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.031,https://www.concordnh.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2212,Concord NH Green Business Certification,City of Concord NH,local,Property tax exemption,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.300102,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.09,https://www.concordnh.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2215,Wilmington DE Green Building Incentives,City of Wilmington DE,local,"Up to $50,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.491009,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2221,Wilmington DE Green Business Certification,City of Wilmington DE,local,Development incentives,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.87147,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2214,Concord NH Building Performance Standards,City of Concord NH,local,Tax abatements,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Concord NH for local residents and businesses.,Concord NH Sustainability Office,https://www.concordnh.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.427425,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.207,https://www.concordnh.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2216,Wilmington DE Solar Tax Exemptions,City of Wilmington DE,local,"Up to $50,000",Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Solar,2025-07-20 04:18:35.554425,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.265,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2217,Wilmington DE Energy Efficiency Rebates,City of Wilmington DE,local,"$1,000 to $25,000",Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.617444,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.322,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2218,Wilmington DE PACE Financing,City of Wilmington DE,local,Grant funding available,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.682094,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.38,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2219,Wilmington DE Sustainability Grants,City of Wilmington DE,local,Grant funding available,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:35.746011,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.439,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2220,Wilmington DE Climate Action Funding,City of Wilmington DE,local,Grant funding available,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Climate Action Funding program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Climate & Resilience,2025-07-20 04:18:35.808325,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.497,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2222,Wilmington DE Renewable Energy Permits,City of Wilmington DE,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:35.940568,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.555,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2223,Wilmington DE Building Performance Standards,City of Wilmington DE,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Wilmington DE for local residents and businesses.,Wilmington DE Sustainability Office,https://www.wilmingtonde.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:36.00513,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.613,https://www.wilmingtonde.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2225,Rochester NY Solar Tax Exemptions,City of Rochester NY,local,Property tax exemption,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Rochester NY for local residents and businesses.,Rochester NY Sustainability Office,https://www.rochesterny.gov/sustainability,Active,Solar,2025-07-20 04:18:36.136131,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.rochesterny.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2226,Rochester NY Energy Efficiency Rebates,City of Rochester NY,local,"$5,000 to $100,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Rochester NY for local residents and businesses.,Rochester NY Sustainability Office,https://www.rochesterny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:36.200305,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.rochesterny.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2231,Rochester NY Renewable Energy Permits,City of Rochester NY,local,Tax abatements,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Rochester NY for local residents and businesses.,Rochester NY Sustainability Office,https://www.rochesterny.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:36.517058,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.rochesterny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2232,Rochester NY Building Performance Standards,City of Rochester NY,local,Property tax exemption,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Rochester NY for local residents and businesses.,Rochester NY Sustainability Office,https://www.rochesterny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:36.580632,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.rochesterny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2233,Syracuse NY Green Building Incentives,City of Syracuse NY,local,Property tax exemption,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Syracuse NY for local residents and businesses.,Syracuse NY Sustainability Office,https://www.syracuseny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:36.644597,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.syracuseny.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2235,Syracuse NY Energy Efficiency Rebates,City of Syracuse NY,local,"$5,000 to $100,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Syracuse NY for local residents and businesses.,Syracuse NY Sustainability Office,https://www.syracuseny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:36.772412,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.syracuseny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2228,Rochester NY Sustainability Grants,City of Rochester NY,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Rochester NY for local residents and businesses.,Rochester NY Sustainability Office,https://www.rochesterny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:36.325871,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.73,https://www.rochesterny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2229,Rochester NY Climate Action Funding,City of Rochester NY,local,Property tax exemption,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Climate Action Funding program offered by Rochester NY for local residents and businesses.,Rochester NY Sustainability Office,https://www.rochesterny.gov/sustainability,Active,Climate & Resilience,2025-07-20 04:18:36.390269,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.787,https://www.rochesterny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2230,Rochester NY Green Business Certification,City of Rochester NY,local,"$1,000 to $25,000",Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Rochester NY for local residents and businesses.,Rochester NY Sustainability Office,https://www.rochesterny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:36.453635,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.848,https://www.rochesterny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2234,Syracuse NY Solar Tax Exemptions,City of Syracuse NY,local,Property tax exemption,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Syracuse NY for local residents and businesses.,Syracuse NY Sustainability Office,https://www.syracuseny.gov/sustainability,Active,Solar,2025-07-20 04:18:36.709653,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:22.906,https://www.syracuseny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2336,Erie PA Sustainability Grants,City of Erie PA,local,"$5,000 to $100,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Erie PA for local residents and businesses.,Erie PA Sustainability Office,https://www.eriepa.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:43.24337,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.eriepa.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2245,Albany NY PACE Financing,City of Albany NY,local,"$5,000 to $100,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Albany NY for local residents and businesses.,Albany NY Sustainability Office,https://www.albanyny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:37.418048,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.albanyny.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2246,Albany NY Sustainability Grants,City of Albany NY,local,"$5,000 to $100,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Albany NY for local residents and businesses.,Albany NY Sustainability Office,https://www.albanyny.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:37.480917,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.albanyny.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
